utterance,coded_word,spatial_or_not,session_id,line,is_candidate
and my monster could it had this little peg and it could like come off so it was really cool.,could,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,it,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,had,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,this,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,little,1,69,19,True
and my monster could it had this little peg and it could like come off so it was really cool.,peg,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,and,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,it,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,could,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,like,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,come,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,off,1,69,19,True
and my monster could it had this little peg and it could like come off so it was really cool.,so,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,it,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,was,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,really,0,69,19,False
and my monster could it had this little peg and it could like come off so it was really cool.,cool,0,69,19,False
and also I um no!,and,0,69,21,False
and also I um no!,also,0,69,21,False
and also I um no!,i,0,69,21,False
and also I um no!,um,0,69,21,False
and also I um no!,no,0,69,21,False
what did you do S_name?,what,0,69,22,False
what did you do S_name?,did,0,69,22,False
what did you do S_name?,you,0,69,22,False
what did you do S_name?,do,0,69,22,False
what did you do S_name?,s,0,69,22,False
what did you do S_name?,name,0,69,22,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,i,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,um,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,builded,0,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,a,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,car,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,and,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,i,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,um,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,got,0,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,i,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,got,0,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,it,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,down,1,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,the,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,ramp,0,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,and,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,i,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,pushed,0,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,it,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,so,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,it,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,could,0,69,23,False
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,go,0,69,23,True
I um builded a car and I um got I got it down the ramp and I pushed it so it could go faster.,faster,0,69,23,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,we,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,um,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,we,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,went,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,to,1,70,14,True
we um we went to tinkering lab it was really fun we created all of these kind of things.,tinkering,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,lab,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,it,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,was,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,really,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,fun,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,we,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,created,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,all,0,70,14,True
we um we went to tinkering lab it was really fun we created all of these kind of things.,of,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,these,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,kind,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,of,0,70,14,False
we um we went to tinkering lab it was really fun we created all of these kind of things.,things,0,70,14,False
glad I didn't cut myself.,glad,0,70,16,False
glad I didn't cut myself.,i,0,70,16,False
glad I didn't cut myself.,didn't,0,70,16,False
glad I didn't cut myself.,cut,0,70,16,True
glad I didn't cut myself.,myself,0,70,16,False
but this one had real tools so yeah.,but,0,70,17,False
but this one had real tools so yeah.,this,0,70,17,False
but this one had real tools so yeah.,one,0,70,17,False
but this one had real tools so yeah.,had,0,70,17,False
but this one had real tools so yeah.,real,0,70,17,False
but this one had real tools so yeah.,tools,0,70,17,False
but this one had real tools so yeah.,so,0,70,17,False
but this one had real tools so yeah.,yeah,0,70,17,False
what'd what'd you have to do?,what'd,0,70,18,False
what'd what'd you have to do?,what'd,0,70,18,False
what'd what'd you have to do?,you,0,70,18,False
what'd what'd you have to do?,have,0,70,18,False
what'd what'd you have to do?,to,0,70,18,True
what'd what'd you have to do?,do,0,70,18,False
what'd you have to move?,what'd,0,70,19,False
what'd you have to move?,you,0,70,19,False
what'd you have to move?,have,0,70,19,False
what'd you have to move?,to,0,70,19,True
what'd you have to move?,move,0,70,19,True
we had to move these carts we created them ya know so.,we,0,70,20,False
we had to move these carts we created them ya know so.,had,0,70,20,False
we had to move these carts we created them ya know so.,to,0,70,20,True
we had to move these carts we created them ya know so.,move,0,70,20,True
we had to move these carts we created them ya know so.,these,0,70,20,False
we had to move these carts we created them ya know so.,carts,0,70,20,False
we had to move these carts we created them ya know so.,we,0,70,20,False
we had to move these carts we created them ya know so.,created,0,70,20,False
we had to move these carts we created them ya know so.,them,0,70,20,False
we had to move these carts we created them ya know so.,ya,0,70,20,False
we had to move these carts we created them ya know so.,know,0,70,20,False
we had to move these carts we created them ya know so.,so,0,70,20,False
today a mushroom a falafel a kangaroo and a monkey ...,today,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,a,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,mushroom,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,a,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,falafel,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,a,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,kangaroo,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,and,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,a,0,72,11,False
today a mushroom a falafel a kangaroo and a monkey ...,monkey,0,72,11,False
you did?,you,0,72,12,False
you did?,did,0,72,12,False
yeah.,yeah,0,72,13,False
I thought we went to the tinkering lab?,i,0,72,14,False
I thought we went to the tinkering lab?,thought,0,72,14,False
I thought we went to the tinkering lab?,we,0,72,14,False
I thought we went to the tinkering lab?,went,0,72,14,False
I thought we went to the tinkering lab?,to,1,72,14,True
I thought we went to the tinkering lab?,the,0,72,14,False
I thought we went to the tinkering lab?,tinkering,0,72,14,False
I thought we went to the tinkering lab?,lab,0,72,14,False
we did?,we,0,72,15,False
we did?,did,0,72,15,False
we did that's where you got your monster.,we,0,72,16,False
we did that's where you got your monster.,did,0,72,16,False
we did that's where you got your monster.,that's,0,72,16,False
we did that's where you got your monster.,where,1,72,16,True
we did that's where you got your monster.,you,0,72,16,False
we did that's where you got your monster.,got,0,72,16,True
we did that's where you got your monster.,your,0,72,16,False
we did that's where you got your monster.,monster,0,72,16,False
oh!,oh,0,72,17,False
there's the camera.,there's,0,72,18,False
there's the camera.,the,0,72,18,False
there's the camera.,camera,0,72,18,False
oh.,oh,0,72,19,False
no no not there.,no,0,72,20,False
no no not there.,no,0,72,20,False
no no not there.,not,0,72,20,False
no no not there.,there,1,72,20,True
oh oh oh hi &=laughs.,oh,0,72,21,False
oh oh oh hi &=laughs.,oh,0,72,21,False
oh oh oh hi &=laughs.,oh,0,72,21,False
oh oh oh hi &=laughs.,hi,0,72,21,False
oh oh oh hi &=laughs.,laughs,0,72,21,False
uh ...,uh,0,72,22,False
so what did you do in the tinkering lab?,so,0,72,23,False
so what did you do in the tinkering lab?,what,0,72,23,False
so what did you do in the tinkering lab?,did,0,72,23,False
so what did you do in the tinkering lab?,you,0,72,23,False
so what did you do in the tinkering lab?,do,0,72,23,False
so what did you do in the tinkering lab?,in,1,72,23,True
so what did you do in the tinkering lab?,the,0,72,23,False
so what did you do in the tinkering lab?,tinkering,0,72,23,False
so what did you do in the tinkering lab?,lab,0,72,23,False
uh monster ate a mushroom?,uh,0,72,24,False
uh monster ate a mushroom?,monster,0,72,24,False
uh monster ate a mushroom?,ate,0,72,24,False
uh monster ate a mushroom?,a,0,72,24,False
uh monster ate a mushroom?,mushroom,0,72,24,False
this monster?,this,0,72,25,False
this monster?,monster,0,72,25,False
yeah!,yeah,0,72,26,False
no it didn't.,no,0,72,27,False
no it didn't.,it,0,72,27,False
no it didn't.,didn't,0,72,27,False
well it went in a car to go downtown.,well,0,72,28,False
well it went in a car to go downtown.,it,0,72,28,False
well it went in a car to go downtown.,went,0,72,28,False
well it went in a car to go downtown.,in,1,72,28,True
well it went in a car to go downtown.,a,0,72,28,False
well it went in a car to go downtown.,car,0,72,28,False
well it went in a car to go downtown.,to,0,72,28,True
well it went in a car to go downtown.,go,0,72,28,True
well it went in a car to go downtown.,downtown,0,72,28,True
it did.,it,0,72,29,False
it did.,did,0,72,29,False
yeah it did.,yeah,0,72,30,False
yeah it did.,it,0,72,30,False
yeah it did.,did,0,72,30,False
tell us about the car you built.,tell,0,72,31,False
tell us about the car you built.,us,0,72,31,False
tell us about the car you built.,about,0,72,31,True
tell us about the car you built.,the,0,72,31,False
tell us about the car you built.,car,0,72,31,False
tell us about the car you built.,you,0,72,31,False
tell us about the car you built.,built,0,72,31,False
um it lifted up.,um,0,72,32,False
um it lifted up.,it,0,72,32,False
um it lifted up.,lifted,0,72,32,False
um it lifted up.,up,1,72,32,True
it lifted up what?,it,0,72,33,False
it lifted up what?,lifted,0,72,33,False
it lifted up what?,up,1,72,33,True
it lifted up what?,what,0,72,33,False
the monster!,the,0,72,34,False
the monster!,monster,0,72,34,False
okay and then where where did it go?,okay,0,72,35,False
okay and then where where did it go?,and,0,72,35,False
okay and then where where did it go?,then,0,72,35,False
okay and then where where did it go?,where,0,72,35,True
okay and then where where did it go?,where,1,72,35,True
okay and then where where did it go?,did,0,72,35,False
okay and then where where did it go?,it,0,72,35,False
okay and then where where did it go?,go,0,72,35,True
to the sky.,to,1,72,36,True
to the sky.,the,0,72,36,False
to the sky.,sky,0,72,36,True
did you build another car that I don't know about?,did,0,72,37,False
did you build another car that I don't know about?,you,0,72,37,False
did you build another car that I don't know about?,build,0,72,37,True
did you build another car that I don't know about?,another,0,72,37,False
did you build another car that I don't know about?,car,0,72,37,False
did you build another car that I don't know about?,that,0,72,37,False
did you build another car that I don't know about?,i,0,72,37,False
did you build another car that I don't know about?,don't,0,72,37,False
did you build another car that I don't know about?,know,0,72,37,False
did you build another car that I don't know about?,about,0,72,37,True
uh no it was the same car.,uh,0,72,38,False
uh no it was the same car.,no,0,72,38,False
uh no it was the same car.,it,0,72,38,False
uh no it was the same car.,was,0,72,38,False
uh no it was the same car.,the,0,72,38,False
uh no it was the same car.,same,0,72,38,True
uh no it was the same car.,car,0,72,38,False
did you put it in a real vacuum tube or in a air tunnel?,did,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,you,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,put,0,72,39,True
did you put it in a real vacuum tube or in a air tunnel?,it,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,in,1,72,39,True
did you put it in a real vacuum tube or in a air tunnel?,a,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,real,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,vacuum,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,tube,0,72,39,True
did you put it in a real vacuum tube or in a air tunnel?,or,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,in,1,72,39,True
did you put it in a real vacuum tube or in a air tunnel?,a,0,72,39,False
did you put it in a real vacuum tube or in a air tunnel?,air,0,72,39,True
did you put it in a real vacuum tube or in a air tunnel?,tunnel,0,72,39,True
no uh uh I i made the car and the drive drive drive but then there's a um.,no,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,uh,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,uh,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,i,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,i,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,made,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,the,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,car,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,and,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,the,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,drive,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,drive,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,drive,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,but,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,then,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,there's,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,a,0,72,40,False
no uh uh I i made the car and the drive drive drive but then there's a um.,um,0,72,40,False
what do you call it?,what,0,72,42,False
what do you call it?,do,0,72,42,False
what do you call it?,you,0,72,42,False
what do you call it?,call,0,72,42,False
what do you call it?,it,0,72,42,False
a scale and the scale had this guy over here and then we had the weights over here.,a,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,scale,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,and,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,the,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,scale,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,had,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,this,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,guy,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,over,1,72,43,True
a scale and the scale had this guy over here and then we had the weights over here.,here,1,72,43,True
a scale and the scale had this guy over here and then we had the weights over here.,and,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,then,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,we,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,had,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,the,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,weights,0,72,43,False
a scale and the scale had this guy over here and then we had the weights over here.,over,1,72,43,True
a scale and the scale had this guy over here and then we had the weights over here.,here,1,72,43,True
did you like building the car?,did,0,72,45,False
did you like building the car?,you,0,72,45,False
did you like building the car?,like,0,72,45,False
did you like building the car?,building,0,72,45,True
did you like building the car?,the,0,72,45,False
did you like building the car?,car,0,72,45,False
monster you answer you answer.,monster,0,72,46,False
monster you answer you answer.,you,0,72,46,False
monster you answer you answer.,answer,0,72,46,False
monster you answer you answer.,you,0,72,46,False
monster you answer you answer.,answer,0,72,46,False
uh it was fine.,uh,0,72,47,False
uh it was fine.,it,0,72,47,False
uh it was fine.,was,0,72,47,False
uh it was fine.,fine,0,72,47,False
what was the most challenging part?,what,0,72,48,False
what was the most challenging part?,was,0,72,48,False
what was the most challenging part?,the,0,72,48,False
what was the most challenging part?,most,0,72,48,False
what was the most challenging part?,challenging,0,72,48,False
what was the most challenging part?,part,0,72,48,True
um that I had to eat a falafel.,um,0,72,49,False
um that I had to eat a falafel.,that,0,72,49,False
um that I had to eat a falafel.,i,0,72,49,False
um that I had to eat a falafel.,had,0,72,49,False
um that I had to eat a falafel.,to,0,72,49,True
um that I had to eat a falafel.,eat,0,72,49,False
um that I had to eat a falafel.,a,0,72,49,False
um that I had to eat a falafel.,falafel,0,72,49,False
you didn't have to eat falafel!,you,0,72,50,False
you didn't have to eat falafel!,didn't,0,72,50,False
you didn't have to eat falafel!,have,0,72,50,False
you didn't have to eat falafel!,to,0,72,50,True
you didn't have to eat falafel!,eat,0,72,50,False
you didn't have to eat falafel!,falafel,0,72,50,False
there was no eating in the tinkering lab.,there,0,72,51,True
there was no eating in the tinkering lab.,was,0,72,51,False
there was no eating in the tinkering lab.,no,0,72,51,False
there was no eating in the tinkering lab.,eating,0,72,51,False
there was no eating in the tinkering lab.,in,0,72,51,True
there was no eating in the tinkering lab.,the,0,72,51,False
there was no eating in the tinkering lab.,tinkering,0,72,51,False
there was no eating in the tinkering lab.,lab,0,72,51,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,oh,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,oh,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,okay,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,me,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,having,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,to,0,72,52,True
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,use,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,a,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,screwdriver,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,okay,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,eight,0,72,52,True
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,seven,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,six,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,five,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,four,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,three,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,two,0,72,52,False
oh oh okay me having to use a screwdriver okay eight seven six five four three two one.,one,0,72,52,False
it's a thing these don't work very well cuz it's too high up.,it's,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,a,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,thing,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,these,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,don't,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,work,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,very,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,well,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,cuz,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,it's,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,too,0,73,13,False
it's a thing these don't work very well cuz it's too high up.,high,1,73,13,True
it's a thing these don't work very well cuz it's too high up.,up,1,73,13,True
and this stops it from going off and this is the part where you sit.,and,0,73,15,False
and this stops it from going off and this is the part where you sit.,this,0,73,15,False
and this stops it from going off and this is the part where you sit.,stops,0,73,15,False
and this stops it from going off and this is the part where you sit.,it,0,73,15,False
and this stops it from going off and this is the part where you sit.,from,0,73,15,True
and this stops it from going off and this is the part where you sit.,going,0,73,15,True
and this stops it from going off and this is the part where you sit.,off,1,73,15,True
and this stops it from going off and this is the part where you sit.,and,0,73,15,False
and this stops it from going off and this is the part where you sit.,this,0,73,15,False
and this stops it from going off and this is the part where you sit.,is,0,73,15,False
and this stops it from going off and this is the part where you sit.,the,0,73,15,False
and this stops it from going off and this is the part where you sit.,part,1,73,15,True
and this stops it from going off and this is the part where you sit.,where,1,73,15,True
and this stops it from going off and this is the part where you sit.,you,0,73,15,False
and this stops it from going off and this is the part where you sit.,sit,0,73,15,True
this might be uncomfortable.,this,0,73,16,False
this might be uncomfortable.,might,0,73,16,False
this might be uncomfortable.,be,0,73,16,False
this might be uncomfortable.,uncomfortable,0,73,16,False
I made it I made one too but it didn't move at all.,i,0,73,17,False
I made it I made one too but it didn't move at all.,made,0,73,17,False
I made it I made one too but it didn't move at all.,it,0,73,17,False
I made it I made one too but it didn't move at all.,i,0,73,17,False
I made it I made one too but it didn't move at all.,made,0,73,17,False
I made it I made one too but it didn't move at all.,one,0,73,17,False
I made it I made one too but it didn't move at all.,too,0,73,17,False
I made it I made one too but it didn't move at all.,but,0,73,17,False
I made it I made one too but it didn't move at all.,it,0,73,17,False
I made it I made one too but it didn't move at all.,didn't,0,73,17,False
I made it I made one too but it didn't move at all.,move,0,73,17,True
I made it I made one too but it didn't move at all.,at,0,73,17,True
I made it I made one too but it didn't move at all.,all,0,73,17,True
which was bad because we spent a lot of time on it.,which,0,73,18,False
which was bad because we spent a lot of time on it.,was,0,73,18,False
which was bad because we spent a lot of time on it.,bad,0,73,18,False
which was bad because we spent a lot of time on it.,because,0,73,18,False
which was bad because we spent a lot of time on it.,we,0,73,18,False
which was bad because we spent a lot of time on it.,spent,0,73,18,False
which was bad because we spent a lot of time on it.,a,0,73,18,False
which was bad because we spent a lot of time on it.,lot,0,73,18,True
which was bad because we spent a lot of time on it.,of,0,73,18,False
which was bad because we spent a lot of time on it.,time,0,73,18,False
which was bad because we spent a lot of time on it.,on,0,73,18,True
which was bad because we spent a lot of time on it.,it,0,73,18,False
my monster was very disappointed.,my,0,73,19,False
my monster was very disappointed.,monster,0,73,19,False
my monster was very disappointed.,was,0,73,19,False
my monster was very disappointed.,very,0,73,19,False
my monster was very disappointed.,disappointed,0,73,19,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,building,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,some,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,cars,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,and,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,and,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,it,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,was,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,really,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,fun,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,and,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,to,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,make,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,some,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,inventions,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,and,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,and,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,i,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,we,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,tried,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,to,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,do,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,it,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,with,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,the,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,fan,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,to,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,see,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,if,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,it,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,goes,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,up,1,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,and,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,if,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,it,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,goes,0,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,down,1,76,15,True
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,a,0,76,15,False
building some cars and and it was really fun and to make some inventions and and I we tried to do it with the fan to see if it goes up and if it goes down a ramp.,ramp,0,76,15,True
you go A_name.,you,0,76,18,False
you go A_name.,go,0,76,18,True
you go A_name.,a,0,76,18,False
you go A_name.,name,0,76,18,False
it was really fun and uh this was probably my favorite thing of the day.,it,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,was,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,really,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,fun,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,and,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,uh,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,this,0,76,19,False
it was really fun and uh this was probably my favorite thing of the day.,was,0,76,19,False
